did you cut the grass?;I cut the grass;I cutted the grass;I cuted the grass;I did cutted the grass;2;1;this is not the correct answer;;
does he call her father?;he calls her father;he call her father;he does call her father;he do call her father;2;1;this is not the correct answer;;
"My sister Susan _____ (organize) a party in the back yard on the weekend, she cooked a delicious chocolate cake and she prepared a lot of lemonade and some cheese snacks , near to the swimming pool, she placed some chairs and tables for the guesses; over the tables she put two dishes with candies and soda and also bought some beer. It was an amazing party.";organized;organizes;organizies;organize;3;1;this is not the correct word;;
"My sister Susan organized a party in the back yard on the weekend, she ____ (cook) a delicious chocolate cake and she prepared a lot of lemonade and some cheese snacks , near to the swimming pool, she placed some chairs and tables for the guesses; over the tables she put two dishes with candies and soda and also bought some beer. It was an amazing party.";cooked  ;cookes;cookies;cook;3;1;this is not the correct word;;
"My sister Susan organized a party in the back yard on the weekend, she cooked a delicious chocolate cake and she ____ (prepare) a lot of lemonade and some cheese snacks , near to the swimming pool, she placed some chairs and tables for the guesses; over the tables she put two dishes with candies and soda and also bought some beer. It was an amazing party.";prepared;prepares;prepare;preparies;3;1;this is not the correct word;;
"My sister Susan organized a party in the back yard on the weekend, she cooked a delicious chocolate cake and she prepared a lot of lemonade and some cheese snacks , near to the swimming pool, she ____  (place) some chairs and tables for the guesses; over the tables she put two dishes with candies and soda and also bought some beer. It was an amazing party.";placed;places;placied;place;3;1;this is not the correct word;;
"My sister Susan organized a party in the back yard on the weekend, she cooked a delicious chocolate cake and she prepared a lot of lemonade and some cheese snacks , near to the swimming pool, she place some chairs and tables for the guesses; over the tables she ____ (put) two dishes with candies and soda and also bought some beer. It was an amazing party.";put;puts;putes;puted;3;1;this is not the correct word;;
"My sister Susan organized a party in the back yard on the weekend, she cooked a delicious chocolate cake and she prepared a lot of lemonade and some cheese snacks , near to the swimming pool, she placed some chairs and tables for the guesses; over the tables she put two dishes with candies and soda and also ____ (buy) some beer. It was an amazing party.";bought;buy;buies;buys;3;1;this is not the correct word;;
"My sister Susan organized a party in the back yard on the weekend, she cooked a delicious chocolate cake and she prepared a lot of lemonade and some cheese snacks , near to the swimming pool, she placed some chairs and tables for the guesses; over the tables she put two dishes with candies and soda and also bought some beer. It ____  (be) an amazing party.";was;were;is;are;3;1;this is not the correct word;;
My brother  _______(have) in his room some videogames, almost every day we both  play them, so we  enjoy our free time after  we do our homework.;has;haves;haved;haves;3;1;this is not the correct word;;
My brother  has in his room some videogames, almost every day we both  _______(play) them, so we  enjoy our free time after  we  do our homework.;play;plays;plaies;playes;3;1;this is not the correct word;;
My brother  has in his room some videogames, almost every day we both  play them, so we  _______(enjoy) our free time after  we do our homework.;enjoy;enjoies;enjoyed;enjoys;3;1;this is not the correct word;;
My brother  has in his room some videogames, almost every day we both  play them, so we  enjoy our free time after  we  _______(do) our homework.;do;does;did;dos;3;1;this is not the correct word;;
I  _______(be) Jake and I  am the youngest of my family, my sister  is eighteen years old and Mom and Dad  are forty three years old.;am;is;are;was;3;1;this is not the correct word;;
I  am Jake and I  _______(be) the youngest of my family, my sister  is eighteen years old and Mom and Dad  are forty three years old.;am;are;is;were;3;1;this is not the correct word;;
I  am Jake and I  am the youngest of my family, my sister  _______(be) eighteen years old and Mom and Dad  are forty three years old.;is;am;are;was;3;1;this is not the correct word;;
I  am Jake and I  am the youngest of my family, my sister  is eighteen years old and Mom and Dad  _______(be) forty three years old.;are;is;are;were;3;1;this is not the correct word;;
My mother  _______(cook)  an apple pie for tonight’s dinner, we   are all  anxious about the pie, it  looks  so delicious and it  smells  so nice. ;cooked  ;cooks;cookies;cookes;3;1;this is not the correct word;;
My mother  cooked  an apple pie for tonight’s dinner, we  _______be all   anxious about the pie, it  looks  so delicious and it  smells  so nice. ;are;is;am;were;3;1;this is not the correct word;;
My mother  cooked  an apple pie for tonight’s dinner, we are all  anxious about the pie, it  _______(look)  so delicious and it smells  so nice. ;looks;looked;lookes;lookies;3;1;this is not the correct word;;
My mother  cooked  an apple pie for tonight’s dinner, we are all   anxious about the pie, it  looks  so delicious and it  _______(smell)  so nice. ;smells;smelled;smellied;smell;3;1;this is not the correct word;;
Yesterday Thomas _________ in the house;was;want;works;clean;3;1;this is not the correct word;;
 The kitchen ________ too dirty, ;is;there;are;study;3;1;this is not the correct word;;
 he was _________him;helping;help;helped;helps;3;1;this is not the correct word;;
my father told me that I ____ to wash the car;have;has;haves;haved;3;1;this is not the correct word;;
are you _____ to sweep the house?;trying;tryes;tries;trys;3;1;this is not the correct word;;
the cat ____ in the dinning room;is;are;be;will;3;1;this is not the correct word;;
my father and my mother _____ talking to their friends in the garage;are;is;be;will;3;1;this is not the correct word;;
the dogs _____ running at the garden;are;was;is;be;3;1;this is not the correct word;;
there ______ two trees in front of the house;are;will;be;is;3;1;this is not the correct word;;
my father _____ working yesterday morning;was;were;is;are;3;1;this is not the correct word;;
my sister______ washing the dishes next week;will be;are;is;were;3;1;this is not the correct word;;
my sister´s friends _______ in a house party last night;were;was;is;are;3;1;this is not the correct word;;
I_____ studying to present the exam last week;was;were ;am;be;3;1;this is not the correct word;;
mad _______ cleaning the house;is;are;will;be;3;1;this is not the correct word;;
my friends _____ playing with me in tomorrow´s soccer match;will be;will;be;are;3;1;this is not the correct word;;
my father _____ the car in the garege;parking;parks;parked;parkies;3;1;this is not the correct word;;
There ____________pencils on the table;Are;Am ;Have;is ;3;1;this is not the correct word;;
night/we/were/tv/watching/last;we were watching tv last night;we were watching tv night last;last we were night watching tv;night were we watching tv last;4;1;it´s not the correct structure;;
will/you/having/be/lunch;you will be having lunch;you be will having lunch;lunch having you will be;will you be lunch having;4;1;it´s not the correct structure;;
is/she/friends/her/talking/to;she is talking to her friends;talking is she to her friends;she talking is to her friends;she is talking her friends to;4;1;it´s not the correct structure;;
lina/working/are/jessika/together;lina and jessika are working together;lina are working and jessika together;lina and jessika are together working;jessika and lina working are together;4;1;it´s not the correct structure;;
there/cars/in/the/parking lot/are;there are cars in the parking lot;cars there are in the parking lot;parking lot there are cars in the;there are in the parking lot cars;4;1;it´s not the correct structure;;
will/be/there/a/bird/flaying;there will be a bird flying;there be will a bird flying;will be there a bird flying;there will be bird a flying;4;1;it´s not the correct structure;;
does/the/homework/she;she does the homework;does she the homework;the homework does she;she does homework the;4;1;it´s not the correct structure;;
they/tonight/will/dance/salsa;they will dance salsa tonight;will dance they salsa tonight ;tonight they will salsa dance;they salsa will dance tonight;4;1;it´s not the correct structure;;
my/dog/pizza/eats;my dog eats pizza;dog my eats pizza ;dog eats pizza my;pizza my dog eats;4;1;it´s not the correct structure;;
is/sleeping/on/the/bed/my/son;my son is sleeping  on the bed;on the bed is sleeping son my;my son is sleeping the on bed;is son my sleeping on the bed;4;1;it´s not the correct structure;;
am/swimming/in/the/pool/I;I am swimming in the pool;swimming i am in the pool;in the I am pool swimming;I am the in pool swimming;4;1;it´s not the correct structure;;
my/drinking/wine/friends/are;my friends are drinking wine;wine my friends are drinking;wine drinking are my friends;are wine drinking  my friends;4;1;it´s not the correct structure;;
dilan/is/english/studying;dilan is studying english;studying is dilan english;english dilan studying is;is studying english dilan;4;1;it´s not the correct structure;;
jessika/cooking/chicken/is;jessika is cooking chicken;is jessika chicken ooking;cooking is chicken jessika;jessika chicken cooking is;4;1;it´s not the correct structure;;
will/be/there/playing/child/soccer/a;there will be a child playing soccer;child there be will a playing soccer;soccer playing will be there a child;there be will a child playing soccer;4;1;it´s not the correct structure;;
The / is / the / dog/ in / house;The dog is in the house;Is the dog the house;Is the house in the dog ;The dogs is in the house ;4;1;it´s not the correct structure;;
 Window / being / mom / the / cleaned / my /  by / is;The window is being cleaned by my mom;Is cleaned being the window by my mom ;The window being is cleaned by my mom;My mom is cleaned being by the window;4;1;it´s not the correct structure;;
My / mom/ wants / that / I / clean/ the / cook / for  / weeks / four;My mom wants that I clean the cook four weeks;I clean four weeks that my mom wants cook the ;I couldn’t  clean the cook for four weeks;Doctor couldn’t the cook play for four week;4;1;it´s not the correct structure;;
Sandwich / to / want / she / ham / did / not / in / her / room;She did not want a ham sandwich in her room;She didn’t wanted a ham sandwich in her room;She not did want a ham sandwich room in her;She did not a want ham sandwich her in room ;4;1;it´s not the correct structure;;
 Anything / eat/ do / drink/ like / or / to / you;Do you like anything to eat or drink?;Do like you anything eat or drink to?;You do like anything eat to or drink?;You like do anything to eat or drink?;4;1;it´s not the correct structure;;
  A / black / in  / fitting room / the / pant / is / there;There is a pant black on the fitting room;In fitting room in black there is the pant ;There on is pant black in the fitting room;There is  black pant in the fitting room ;4;1;it´s not the correct structure;;
 Juan / run (ing) / room / was / his / in / the /last week;Juan was running in his room the last week;Juan running was in him room the last week;Juan was running in him room the last week;Was running Juan in room him last the week;4;1;it´s not the correct structure;;
 I / not / studying / with / Maria / am / ;I am not studying with Maria ;With Maria I not am studing;I amn’t studing with Maria;I not am studing with Maria;4;1;it´s not the correct structure;;
 Do / exercise / the  / you / the / did / English;Did you do the English exercise?;Do you did the exercise the English?;You did do the exercise the English?;The exercise did you do the you?;4;1;it´s not the correct structure;;
 put / on / book / Juan / the / his / table;Juan put the book on his table ;The book Juan on him table put;Juan put on book the him table;put on him book Juan the table ;4;1;it´s not the correct structure;;
 Rats / in / of / Lina / there / room / are / the / not;In the room of Lina there are not rats ;In of room the Lina there are not rats ;In the room of Lina there not are rats;In the room of Lina not there are rats;4;1;it´s not the correct structure;;
 Who / the / Barista / person / is / ?;Who is the person Barista?;Is who the person Barista?;Who is Barista the person?;The person who is Barista?;4;1;it´s not the correct structure;;
 The / I /  like / of / cook / house / my;I like the cook of my house;My like the cook of I house ;I like of cook the my house;My like of cook the I house;4;1;it´s not the correct structure;;
 Red / is / mine / car / is / and / in / the / Garage / my;The red car is mine and is in my garage;The red car is mine and is in the my garage;The car red mine is and the garage in is my;The car red is mine and in the my garage is ;4;1;it´s not the correct structure;;
 Was / red / the / bougtht / by / me / table;The red table was bought by me;Was the table red boutht me by;The red table boutht was by me ;The table red was boutht by me;4;1;it´s not the correct structure;;
 Not / will / there / a / second / in / house / be / floor / my;There will not be a second floor in my house;The not will be a flour second in my house;There not be will a second floor in my house;Will there not be a second floor in my house;4;1;it´s not the correct structure;;
 Mom / bought / my / black / lamp / yesterday / beautiful / a ;My mom bought a beautiful black lamp yesterday;My mom buy a beautiful black lamp yesterday;My mom bought a lamp beautiful black yesterday;My mom buy yesterday a beautiful black lamp ;4;1;it´s not the correct structure;;
 You / did / homework / the / do / the / in / room ;Did you do the homework in the room?;You did do the homework in the room?;Do you the homework did in the room?;Did do the homework you in the room?;4;1;it´s not the correct structure;;
  Am / with / cook / Victoria / in / I / speaking/ the;I’m speaking with Victoria in the cook ;I am speaking with Victoria in the cook ;An Victoria speaking with I in the cook ;Victoria am speaking with I in the cook ;4;1;it´s not the correct structure;;
 In / were / opened / my / doors / house / there ;Were there opened doors in my house?;Where open there doors in my house?;There were doors open in my house?;There were open doors in my house?;4;1;it´s not the correct structure;;
are/on/street/they/running;they are running on the street;are running they on street the;the are they running on the street;are they street running on the;4;1;it´s not the correct structure;;
is there a person at home?;there are two people at home;there isn't a person at home;there are people at home;there is a person at home;5;1;this is not the correct answer from the video;casa_1;
is there a television in the house?;there is a television in the house;there is not a television in the house;there are televisions in the house;there are three televisions at home;5;1;this is not the correct answer from the video;casa_1;
is there a home theater in the living room?;there is a home theater in the living room;there is not a home theater in the living room;there are home theaters in the living room;there isn't any home theater in the living room;5;1;this is not the correct answer from the video;casa_1;
is the first person opening the door?;the first person is opening the door;the first person is not opening the door;the first person is closing the door;the first person is not opening any door;5;1;this is not the correct answer from the video;casa_1;
after few seconds is the television on?;after few seconds the television is on;after few seconds the television is off;after few seconds there is not a television;after few seconds the television is not there;5;1;this is not the correct answer from the video;casa_1;
is there a person typing?;there is a person typing;there is not a person typing;there are people typing;there aren't any people typing;5;1;this is not the correct answer from the video;casa_1;
are there bulbs on?;there are bulbs on;there are not bulbs on;there is not a bulb on;there is a bulb on;5;1;this is not the correct answer from the video;casa_1;
are the women closing the doors?;the women are closing the doors;the women are not closing the doors;the woman is closing the doors;the woman are closing the doors;5;1;this is not the correct answer from the video;casa_1;
is there a jar on the table?;there is a jar on the table;there is not a jar on the table;there is not any jar on the table;there are jars on the tables;5;1;this is not the correct answer from the video;casa_1;
does the person have a ring in the finger?;the person has a ring in the finger;the person doesn't have a ring in the finger;the person has a lot of rings in the finger;the person doesn't have any ring in the finger;5;1;this is not the correct answer from the video;casa_1;
are there furniture in the house?;there are furniture in the house;there are not furniture in the house;there are not any furniture in the house;there is a furniture in the house;5;1;this is not the correct answer from the video;casa_1;
is there a plant in the living room?;there is a plant in the living room;there is not a plant in the living room;there are plants in the living room;there are five plants in the living room;5;1;this is not the correct answer from the video;casa_1;
are there paintings in the wall?;there are paintings in the wall;there aren't paintings in the wall;there are ten paintings in the wall;there are not any paintings in the wall;5;1;this is not the correct answer from the video;casa_1;
house;casa;blanco;dos;piso;6;1;this is not the correct answer from the audio;house;
white;blanco;tener;piso;arbol;6;1;this is not the correct answer from the audio;white;
have;tener;dos;arbol;alrededor;6;1;this is not the correct answer from the audio;have;
two;dos;piso;alrededor;nuevo;6;1;this is not the correct answer from the audio;two;
floor;piso;arbol;nuevo;este, esta;6;1;this is not the correct answer from the audio;floor;
tree;arbol;alrededor;este, esta;ventana;6;1;this is not the correct answer from the audio;tree;
around;alrededor;nuevo;ventana;grande;6;1;this is not the correct answer from the audio;around;
new;nuevo;este, esta;grande;ciudad;6;1;this is not the correct answer from the audio;new;
this;este, esta;ventana;ciudad;piscina;6;1;this is not the correct answer from the audio;this;
window;ventana;grande;piscina;cuarto;6;1;this is not the correct answer from the audio;window;
big;grande;ciudad;cuarto;pasto;6;1;this is not the correct answer from the audio;big;
city;ciudad;piscina;pasto;hermoso;6;1;this is not the correct answer from the audio;city;
pool;piscina;cuarto;hermoso;animal;6;1;this is not the correct answer from the audio;pool;
room;cuarto;pasto;animal;afuera;6;1;this is not the correct answer from the audio;room;
grass;pasto;hermoso;afuera;gente;6;1;this is not the correct answer from the audio;grass;
beautiful;hermoso;animal;gente;carro;6;1;this is not the correct answer from the audio;beautiful;
animal;animal;afuera;carro;chimenea;6;1;this is not the correct answer from the audio;animal;
outside;afuera;gente;chimenea;volar;6;1;this is not the correct answer from the audio;outside;
people;gente;carro;volar;sobre;6;1;this is not the correct answer from the audio;people;
car;carro;chimenea;sobre;pajaro;6;1;this is not the correct answer from the audio;car;
chimney;chimenea;volar;pajaro;baño;6;1;this is not the correct answer from the audio;chimney;
fly;volar;sobre;baño;pequeño;6;1;this is not the correct answer from the audio;fly;
above;sobre;pajaro;pequeño;taza del baño;6;1;this is not the correct answer from the audio;above;
bird;pajaro;baño;taza del baño;lava manos;6;1;this is not the correct answer from the audio;bird;
bathroom;baño;pequeño;lava manos;pantunflas;6;1;this is not the correct answer from the audio;bathroom;
small;pequeño;taza del baño;pantunflas;cuarto de dormir;6;1;this is not the correct answer from the audio;small;
toilet;taza del baño;lava manos;cuarto de dormir;cama;6;1;this is not the correct answer from the audio;toilet;
sink;lava manos;pantunflas;cama;silla;6;1;this is not the correct answer from the audio;sink;
slippers;pantunflas;cuarto de dormir;silla;almohada;6;1;this is not the correct answer from the audio;slippers;
bedroom;cuarto de dormir;cama;almohada;lampara;6;1;this is not the correct answer from the audio;bedroom;
bed  ;cama;silla;lampara;tapete;6;1;this is not the correct answer from the audio;bed  ;
chair;silla;almohada;tapete;espejo;6;1;this is not the correct answer from the audio;chair;
pillow;almohada;lampara;espejo;comedor;6;1;this is not the correct answer from the audio;pillow;
lamp;lampara;tapete;comedor;mesa;6;1;this is not the correct answer from the audio;lamp;
rug;tapete;espejo;mesa;cuadro;6;1;this is not the correct answer from the audio;rug;
mirror;espejo;comedor;cuadro;viejo;6;1;this is not the correct answer from the audio;mirror;
are there flowers in the kitchen?;there are flowers in the kitchen;there aren't flowers in the kitchen;there is a flower in the kitchen;there are thousands of flowers in the kitchen;1;2;it is not the correct description;7;
is the kitchen ugly?;the kitchen isn't ugly;the kitchen is broken;the kitchen is too old;the kitchen is not beautiful;1;2;it is not the correct description;7;
does the kitchen have a stove?;the kitchen has a stove;the kitchen hasn't a stove;the kitchen doesn't have a stove;the kitchen has two stoves;1;2;it is not the correct description;7;
is there a dishwasher in the kitchen?;there is a dishwasher in the kitchen;there isn't a dishwasher in the kitchen;there are two dishwashers in the kitchen;there are three dishwashers in the kitchen;1;2;it is not the correct description;7;
is there a coffee pot on the table?;there is a coffee pot on the table;there isn't a coffee pot on the table;there are twelve coffee pots on the table;there are six coffee pots on the table;1;2;it is not the correct description;7;
is there a cupboard in the lkitchen?;there is a cupboard in the kitchen;there are cupboards in the kitchen;there isn't a cupboard in the kitchen;there are fifteen cupboards;1;2;it is not the correct description;7;
is there a toaster on the table?;there is a toaster on the table;there isn't a toaster on the table;there are notebooks on the table;there is a book on the table;1;2;it is not the correct description;7;
are there two lamps above the table?;there are two lamps above the table;there twenty lamps above the table;there are a lot of lamps above the table;there are four lamps above the table;1;2;it is not the correct description;7;
is there a car in the garage?;there is a car in the garage;there are two cars in the garage;there are three cras in the garage;there isn't a car in the garage;1;2;it is not the correct description;8;
are there tools in the garage?;there are tools in the garage;there aren't tools in the garage ;there is tools in the garage;there isn't tools in the garage;1;2;it is not the correct description;8;
is there  a wheelbarrow in the garage?;there is a wheelbarrow in the garage;there are three wheelbarrows in the garage;there isn't a wheelbarrow in the garage;there aren't wheelbarrows in the garage;1;2;it is not the correct description;8;
is there a shovel in the garage?;there is a shovel in the garage;there isn't a shovel in the garage;there aren't shovels in the garage;there are first shovel in the garage;1;2;it is not the correct description;8;
is there a cat on the car?;there is a  cat on the car;there are cats on the car;there two cats on the car;there isn't a car in the garage;1;2;it is not the correct description;8;
is there a rake in the garage?;there is a rake in the garage;there isn't a rake in the garage;there are rakes in the garage;there are thirty rakes in the garage;1;2;it is not the correct description;8;
is there  a saw holding in the wall?;there is a saw holding in the wall;there isn't a saw holding in the wall;there are saws holding in the wall;there are two saws holding in the wall;1;2;it is not the correct description;8;
are there  buckets in the garage?;there are  buckets in the garage;there aren't buckets in the garage;there are forty buckets in the garage ;there are any buckets in the garage;1;2;it is not the correct description;8;
is there dust in all the garage?;there is dust in all the garage;there isn't dust in all the garage;there are dust in all the garage;there are dusts in all the garage;1;2;it is not the correct description;8;
is there a  pool in my backyard;there is a pool in the backyard;there are pools in my backyard;there isn't a pool in the backyard;there fifty pools in my backyard;1;2;it is not the correct description;9;
are there palms in the backyard?;there are palms in the backyard;there aren't palms in the backyard;there is a palm in the backyard;there is palms in the backyard;1;2;it is not the correct description;9;
are there trees in the backyard?;there are trees in the backyard;there aren't trees in the backyard;there is a tree in the backyard;there are two trees in the backyard;1;2;it is not the correct description;9;
is this backyard so small?;this backyard isn't so small;this backyard is small;this backyard is ugly;this backyard is so small;1;2;it is not the correct description;9;
are there chairs in the backyard?;there are chairs in the backyard;there are two chairs in the backyard;there is a chair in the backyard;there are three chairs in the backyard;1;2;it is not the correct description;9;
does the backyard have roof?;the backyard doesn't have roof;the backyard has roof;the backyard has two roofs;the backyard hasn't a roof;1;2;it is not the correct description;9;
does the backyard have a little pool?;the backyard has a little pool;teh backyard doesn't have a little pool;the backyard has a lot of little pools;the backyard has two little pools;1;2;it is not the correct description;9;
